product_link,product_brand,product_model,product_variant,product_price_(Rp),product_transmission,product_mileage_(km),production_year,product_location
www.mobbi.id/in/mobil-bekas/honda-jazz-rs-2018/p/SN202307-000000047,Honda,CRV,CR-V 2.4 AT PRESTIGE,275400000.0,Automatic,67956.0,2015,Kota Bekasi
www.mobbi.id/in/mobil-bekas/-mobilio-1-5-e-cvt-2018/p/SN202306-0000003024,Honda,HRV,HRV 1.5 E A/T,280500000.0,Automatic,45567.0,2019,Kota Medan
www.mobbi.id/in/mobil-bekas/honda-crv-cr-v-2-4-at-2016/p/SN202212-0000006050,Honda,BRIO,RS,156000000.0,Manual,17822.0,2018,Kota Bandung
www.mobbi.id/in/mobil-bekas/honda-city-city-ivtec-1-5-e-cvt-2019/p/SN202208-0000004005,Honda,JAZZ,RS,249000000.0,Automatic,69041.0,2018,Kota Bekasi
www.mobbi.id/in/mobil-bekas/honda-brv-br-v-e-at-2017/p/SN202301-0000002010,Honda,CITY,CITY  IVTEC 1.5 E CVT,262140000.0,Automatic,17258.0,2019,Kota Tangerang Selatan
www.mobbi.id/in/mobil-bekas/honda-crv-all-new-crv-2-0-at-2017/p/SN202207-0000001155,Honda,JAZZ,JAZZ E / RS AT,216240000.0,Automatic,108560.0,2017,Kota Medan
www.mobbi.id/in/mobil-bekas/honda-crv-cr-v-2-4-at-2012/p/SN202207-0000002080,Honda,HRV,HRV 1.5 S A/T,227460000.0,Automatic,52054.0,2017,Kota Medan
www.mobbi.id/in/mobil-bekas/honda-mobilio-mobilio-s-mt-2018/p/SN202305-0000002165,Honda,CRV,ALL NEW CRV 1.5 TURBO PRESTIGE AT,443700000.0,Automatic,58756.0,2018,Kota Bogor
www.mobbi.id/in/mobil-bekas/honda-jazz-rs-2019/p/SN202306-000000032,Honda,BRIO SATYA,1.2 E M/T,162862500.0,Manual,35300.0,2022,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/honda-crv-cr-v-2-4-at-prestige-2015/p/SN202212-0000001056,Honda,JAZZ,RS,248000000.0,Automatic,34450.0,2018,Kota Bekasi
www.mobbi.id/in/mobil-bekas/daihatsu-new-ayla-1-0-x-m-t-2018/p/SN202307-0000000048,Daihatsu,ROCKY,R ASA,241000000.0,Automatic,23693.0,2021,Kota Surabaya
www.mobbi.id/in/mobil-bekas/daihatsu-new-ayla-1-2-x-at-mc-2023/p/SN202306-0000009058,Daihatsu,TERIOS,X DELUXE,215000000.0,Manual,14619.0,2022,Kota Surabaya
www.mobbi.id/in/mobil-bekas/daihatsu-sigra-1-0-m-m-t-mc-2022/p/SN202306-0000010087,Daihatsu,AYLA,R,124000000.0,Manual,44996.0,2017,Kota Surabaya
www.mobbi.id/in/mobil-bekas/daihatsu-new-ayla-1-2-r-mt-dlx-mc-2022/p/SN202306-0000003066,Daihatsu,TERIOS,TX ADVENTURE,152000000.0,Manual,116424.0,2014,Kota Palembang
www.mobbi.id/in/mobil-bekas/daihatsu-granmax-pu-1-5-m-t-2022/p/SN202306-0000001006,Daihatsu,AYLA,R DELUXE,127000000.0,Manual,44619.0,2017,Kota Pekanbaru
www.mobbi.id/in/mobil-bekas/daihatsu-granmax-pu-1-5-m-t-2022/p/SN202306-0000004021,Daihatsu,TERIOS,R CUSTOM,204000000.0,Manual,85425.0,2019,Kota Tangerang Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-granmax-pu-1-5-m-t-2022/p/SN202306-0000009027,Daihatsu,TERIOS,R,168000000.0,Automatic,85120.0,2016,Kota Depok
www.mobbi.id/in/mobil-bekas/daihatsu-sirion-d-new-2018/p/SN202302-000000469,Daihatsu,TERIOS,R,207000000.0,Automatic,61904.0,2018,Kota Jakarta Timur
www.mobbi.id/in/mobil-bekas/daihatsu-new-ayla-1-0-d%2B-mt-mc-2022/p/SN202306-0000010103,Daihatsu,TERIOS,R DELUXE,248000000.0,Automatic,16315.0,2022,Kab. Tangerang
www.mobbi.id/in/mobil-bekas/daihatsu-xenia-r-custom-2018/p/SN202301-000000246,Daihatsu,AYLA,R,117000000.0,Manual,96272.0,2018,Kota Semarang
www.mobbi.id/in/mobil-bekas/daihatsu-granmax-pu-1-5-m-t-2022/p/SN202306-0000004037,Daihatsu,TERIOS,R DELUXE,221000000.0,Automatic,85578.0,2019,Kota Pekanbaru
www.mobbi.id/in/mobil-bekas/daihatsu-new-ayla-1-0-x-m-t-2022/p/SN202305-0000000272,Daihatsu,SIRION,D NEW,170000000.0,Manual,15375.0,2018,Kota Jakarta Utara
www.mobbi.id/in/mobil-bekas/daihatsu-sigra-1-0-d-m-t-2020/p/SN202305-0000000475,Daihatsu,TERIOS,R,203000000.0,Automatic,64325.0,2018,Kota Tangerang Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-new-ayla-1-0-d%2B-mt-mc-2022/p/SN202306-0000004024,Daihatsu,XENIA,R,158000000.0,Manual,60148.0,2018,Kota Semarang
www.mobbi.id/in/mobil-bekas/daihatsu-new-ayla-1-0-d%2B-mt-mc-2022/p/SN202307-0000000056,Daihatsu,AYLA,R,129000000.0,Manual,31267.0,2018,Kota Pekanbaru
www.mobbi.id/in/mobil-bekas/daihatsu-terios-r-custom-2019/p/SN202303-000000419,Daihatsu,AYLA,R DELUXE,115000000.0,Manual,43452.0,2017,Kota Semarang
www.mobbi.id/in/mobil-bekas/daihatsu-new-ayla-1-0-d%2B-mt-mc-2022/p/SN202306-0000006130,Daihatsu,AYLA,R,125000000.0,Manual,36244.0,2020,Kota Semarang
www.mobbi.id/in/mobil-bekas/daihatsu-granmax-pu-1-3-m-t-2020/p/SN202306-0000006104,Daihatsu,TERIOS,R CUSTOM,170000000.0,Automatic,97326.0,2016,Kota Bekasi
www.mobbi.id/in/mobil-bekas/daihatsu-terios-r-deluxe-2018/p/SN202305-000000701,Daihatsu,XENIA,R,152000000.0,Automatic,125002.0,2018,Kota Tangerang Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-sigra-1-2-r-a-t-mc-2020/p/SN202306-0000006040,Daihatsu,TERIOS,R DELUXE,195000000.0,Manual,106516.0,2020,Kota Surabaya
www.mobbi.id/in/mobil-bekas/daihatsu-new-ayla-1-2-r-at-mc-2022/p/SN202305-0000000710,Daihatsu,LUXIO,X,170000000.0,Automatic,61365.0,2018,Kota Pekanbaru
www.mobbi.id/in/mobil-bekas/daihatsu-new-ayla-1-2-r-mt-mc-2022/p/SN202306-0000010109,Daihatsu,AYLA,R,142000000.0,Manual,27487.0,2020,Kota Pekanbaru
www.mobbi.id/in/mobil-bekas/daihatsu-new-ayla-1-2-r-at-mc-2023/p/SN202306-0000010023,Daihatsu,XENIA,R CUSTOM,150000000.0,Automatic,54671.0,2018,Kota Jakarta Utara
www.mobbi.id/in/mobil-bekas/daihatsu-ayla-1-0-x-m-t-2017/p/SN202306-0000006030,Daihatsu,SIGRA,1.2 X M/T,138675000.0,Manual,4513.0,2022,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-granmax-pu-1-5-m-t-2022/p/SN202306-0000003093,Daihatsu,GRAN MAX,PU,88000000.0,Manual,45062.0,2018,Makassar
www.mobbi.id/in/mobil-bekas/daihatsu-new-ayla-1-0-d%2B-mt-mc-2022/p/SN202306-0000010089,Daihatsu,SIGRA,1.2 R M/T MC,144480000.0,Manual,39731.0,2022,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-sigra-1-2-x-a-t-mc-2021/p/SN202306-0000009063,Daihatsu,SIGRA,1.0 D M/T MC,119755000.0,Manual,19646.0,2021,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-granmax-pu-1-5-m-t-2022/p/SN202306-0000004020,Daihatsu,ALL NEW XENIA,1.5 R CVT,240692500.0,Automatic,10711.0,2022,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-granmax-pu-1-5-m-t-2022/p/SN202306-0000003084,Daihatsu,ALL NEW XENIA,X M/T,204142500.0,Manual,14919.0,2022,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-sigra-1-0-d-m-t-mc-2022/p/SN202306-0000002021,Daihatsu,ALL NEW XENIA,1.3 X M/T,211130000.0,Manual,13817.0,2022,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-new-ayla-1-0-d%2B-mt-mc-2021/p/SN202306-0000009019,Daihatsu,TERIOS,R DELUXE,210000000.0,Automatic,89369.0,2018,Kota Depok
www.mobbi.id/in/mobil-bekas/daihatsu-sigra-1-0-m-m-t-mc-2021/p/SN202306-0000010016,Daihatsu,TERIOS,R DELUXE,215000000.0,Automatic,80785.0,2018,Kota Bandung
www.mobbi.id/in/mobil-bekas/daihatsu-ayla-1-0-d%2B-m-t-2020/p/SN202307-0000000034,Daihatsu,ALL NEW TERIOS,X M/T IDS,205217500.0,Manual,15000.0,2022,Kota Jakarta Selatan
